ensgene,external_gene_name,log2FoldChange,lfcSE,pvalue,padj,gene_biotype
ENSG00000123358,NR4A1,3.4676318700567608,0.4885290264683358,5.071721462141539e-14,3.5103920100212664e-10,protein_coding
ENSG00000124145,SDC4,2.1693646758204785,0.31306605599616133,1.6357576528612497e-13,7.547931062852759e-10,protein_coding
ENSG00000136383,ALPK3,0.6154665995697054,0.23033038943440406,2.261334917586743e-4,0.041738212352204374,protein_coding
ENSG00000139112,GABARAPL1,1.6441141536740667,0.32029884263031344,1.0474723942031809e-8,1.0357257394967595e-5,protein_coding
ENSG00000140403,DNAJA4,1.227372616258655,0.37401972439872894,3.5995950083002665e-5,0.010601956106361827,protein_coding
ENSG00000142871,CYR61,3.119386748626328,0.9194170983211204,2.0667952610422802e-5,0.0066536387903740205,protein_coding
ENSG00000143740,SNAP47,1.4089326612165924,0.48078081319917515,1.1118876919322347e-4,0.02482558277325472,protein_coding
ENSG00000144136,SLC20A1,1.6231384070996615,0.44441365234814045,9.067546494507243e-6,0.003922563941358243,protein_coding
ENSG00000144655,CSRNP1,3.6861624393981205,0.5510910446854107,7.888534018479565e-13,2.7300244104453152e-9,protein_coding
ENSG00000146112,PPP1R18,1.448758771580187,0.46783282763294437,6.426997253502462e-5,0.017793784596046917,protein_coding
ENSG00000148339,SLC25A25,1.9900712930929298,0.6073178878554333,3.327182762143244e-5,0.010012650212249766,protein_coding
ENSG00000148677,ANKRD1,1.9769203949816974,0.729177431615392,1.8063306204054705e-4,0.035721478254675615,protein_coding
ENSG00000152137,HSPB8,0.844384957294277,0.2984259179109997,1.4594956868814904e-4,0.03015492357238876,protein_coding
ENSG00000153187,HNRNPU,0.6331628813265449,0.2155477774126009,1.0272549778023063e-4,0.024357262787168096,protein_coding
ENSG00000153234,NR4A2,4.67609957153254,0.9451978700056721,4.0701023476765655e-8,3.5214016749304186e-5,protein_coding
ENSG00000154153,FAM134B,0.9279664079992633,0.2595686069216996,1.276281555209344e-5,0.00468208733218285,protein_coding
ENSG00000154734,ADAMTS1,1.4180557153685844,0.4587190419729807,6.111769879841139e-5,0.017266373560538957,protein_coding
ENSG00000155090,KLF10,1.168079788967237,0.3258617140984974,1.226265028114206e-5,0.00468208733218285,protein_coding
ENSG00000158022,TRIM63,1.2941657307972003,0.4315998398777962,8.586073361598462e-5,0.022425851612190097,protein_coding
ENSG00000159388,BTG2,3.0655800610014525,0.6708697466829474,1.7087681326725643e-7,1.3141376255881282e-4,protein_coding
ENSG00000162772,ATF3,5.052330017099198,0.7960961582239827,6.470350136003341e-12,1.492817615544904e-8,protein_coding
ENSG00000162783,IER5,3.2196950543428633,0.7993466993085963,1.792955951838185e-6,9.145590436857957e-4,protein_coding
ENSG00000164122,ASB5,0.8848295979842375,0.3116914918630279,1.3458655501446138e-4,0.02822851031916953,protein_coding
ENSG00000165312,OTUD1,4.293166820174453,0.7070602809776162,5.1286954498805035e-11,8.874566389086976e-8,protein_coding
ENSG00000168264,IRF2BP2,1.007789965068383,0.300463527185732,2.572854259342229e-5,0.007914671447127661,protein_coding
ENSG00000168334,XIRP1,2.1062441528033924,0.6611857145056019,4.37502810553157e-5,0.012617398763515315,protein_coding
ENSG00000168621,GDNF,2.968491731824294,1.0067509594679485,9.177877609882799e-5,0.023393002355013556,protein_coding
ENSG00000170162,VGLL2,1.0666660221385553,0.28825844274458434,7.767971817831933e-6,0.003584401129141582,protein_coding
ENSG00000170345,FOS,6.5278481905383146,0.9884822037209845,1.033442472218476e-12,2.861188828584073e-9,protein_coding
ENSG00000170807,LMOD2,0.7559334039814019,0.2543477642014442,9.716948187231941e-5,0.024019948884973528,protein_coding
ENSG00000171612,SLC25A33,4.415534477561247,1.2974231461641963,1.6303013071280108e-5,0.005504453901115379,protein_coding
ENSG00000174429,ABRA,2.7295272196296683,0.48735027986932616,9.340134513240327e-10,1.1754134733344167e-6,protein_coding
ENSG00000176597,B3GNT5,1.3334001273087988,0.3465325881231853,4.512947733168031e-6,0.002154232257594657,protein_coding
ENSG00000177606,JUN,2.39664300303286,0.9501228048731728,2.8686089586040545e-4,0.04842701684628771,protein_coding
ENSG00000179388,EGR3,4.250187191177078,0.8369564165827951,7.668886422396073e-9,8.166184211171449e-6,protein_coding
ENSG00000182676,PPP1R27,1.7214887319226797,0.3923393474676635,4.382459387837707e-7,3.0333192652918687e-4,protein_coding
ENSG00000204388,HSPA1B,3.3147079934615795,1.1996681543465588,1.334628778234457e-4,0.02822851031916953,protein_coding
ENSG00000204389,HSPA1A,1.8100122739862057,0.6962081555982229,2.513273885936003e-4,0.044604167183348836,protein_coding
ENSG00000205268,PDE7A,0.7539527758550091,0.2455919259903336,6.941740799066174e-5,0.018842062329700596,protein_coding
ENSG00000226380,MIR29A,1.8864060285231572,0.5366540611962429,1.5319243800861423e-5,0.005301607298383117,lincRNA
ENSG00000250069,CTB-131B5.2,4.868690411361857,0.8101000608328253,3.6586888536230505e-10,5.627469977855988e-7,sense_intronic
ENSG00000270682,KB-1907C4.2,3.2793853880884982,1.2607147044646982,2.0192547550766662e-4,0.03829115558154286,pseudogene
ENSG00000271086,NAMA,4.201658381607888,0.9548731063286984,6.30461584801228e-7,3.838639437769486e-4,lincRNA
