ensgene,external_gene_name,log2FoldChange,lfcSE,pvalue,padj,gene_biotype
ENSG00000092841,MYL6,-1.103437289960006,0.3484334713467227,5.832080372567096e-5,0.006050783386538363,protein_coding
ENSG00000099860,GADD45B,5.390322435366112,0.9985287312299209,3.2349568699353795e-9,1.3425071010231825e-6,protein_coding
ENSG00000100628,ASB2,0.6962594453405341,0.22152893951581357,1.0440087946094458e-4,0.00997441495857082,protein_coding
ENSG00000103569,AQP9,6.7828594917728,2.6214766558549356,6.749849423307938e-6,0.001007168543163252,protein_coding
ENSG00000104635,SLC39A14,2.584558448354358,0.8579082796696048,8.505345204432462e-5,0.008305219434916404,protein_coding
ENSG00000105976,MET,1.1853778085469127,0.30644621644926756,5.8959497515791125e-6,8.897524170564842e-4,protein_coding
ENSG00000106617,PRKAG2,5.065546941291079,0.7514678239428084,5.097792042013614e-13,9.671239759705828e-10,protein_coding
ENSG00000107372,ZFAND5,0.8301898025862744,0.31425207164097885,3.8486117759007385e-4,0.028552829264783135,protein_coding
ENSG00000108256,NUFIP2,1.0269989140686737,0.19812204739807837,1.211105069224034e-8,4.020868829823793e-6,protein_coding
ENSG00000108691,CCL2,5.310617999954289,0.7943193645471749,1.4065562929209288e-12,2.2198090935492627e-9,protein_coding
ENSG00000108700,CCL8,2.8107499198524253,1.2956911024721711,5.942797030175195e-4,0.03965846460338019,protein_coding
ENSG00000109099,PMP22,0.9484137352136955,0.37801244829780706,5.085936691896939e-4,0.0357361054330113,protein_coding
ENSG00000109686,SH3D19,-0.9518714837446415,0.3274653795815785,1.4989883804590685e-4,0.013541881423466958,protein_coding
ENSG00000109819,PPARGC1A,2.176417920422638,0.3888166410743645,1.0096695826743734e-9,5.829744373006818e-7,protein_coding
ENSG00000110911,SLC11A2,0.7975504243855353,0.3144626810974425,5.165351488562452e-4,0.03610308829900492,protein_coding
ENSG00000112033,PPARD,1.1135483056753583,0.30472140329837016,1.2349052486580359e-5,0.0016906744022864655,protein_coding
ENSG00000112541,PDE10A,2.790734891479879,1.0858178512378032,4.1096382665577695e-4,0.029997784691325784,protein_coding
ENSG00000112715,VEGFA,1.5805631958088286,0.2898051582551425,2.5306036991035867e-9,1.0840779717450203e-6,protein_coding
ENSG00000113742,CPEB4,0.9262164302565818,0.2146476966217067,9.005344333350054e-7,1.7332025035780973e-4,protein_coding
ENSG00000114315,HES1,1.4306219411996142,0.48095786894897796,1.2100685023419745e-4,0.011316696979648887,protein_coding
ENSG00000114737,CISH,2.6304724816724314,0.9972962115556098,2.462212505321003e-4,0.020060234399179706,protein_coding
ENSG00000115525,ST3GAL5,2.321065226460423,0.6059330886335531,4.6058880759680226e-6,7.459291908396992e-4,protein_coding
ENSG00000115594,IL1R1,1.3433139238896925,0.5515016884758699,5.451533939484101e-4,0.03751107291002532,protein_coding
ENSG00000116455,WDR77,-1.0636784572085263,0.41860957313901326,3.9205562057315416e-4,0.028924992451174927,protein_coding
ENSG00000116717,GADD45A,2.222254022331984,0.8677327695710686,3.488230298054378e-4,0.02632028315804667,protein_coding
ENSG00000117013,KCNQ4,2.9331473883627144,0.7030407395582414,1.017765033098671e-6,1.9036506534577958e-4,protein_coding
ENSG00000117479,SLC19A2,1.7154525076773715,0.4250473309727304,2.385611708672659e-6,4.061656857842681e-4,protein_coding
ENSG00000119138,KLF9,0.8847513626000526,0.27652344080951696,7.097368235765957e-5,0.007086695501576834,protein_coding
ENSG00000119139,TJP2,2.198874752890658,0.5642315145736426,4.190626487971804e-6,6.870557995094513e-4,protein_coding
ENSG00000119508,NR4A3,3.9222094425590215,0.8378854113571915,1.2143514514627134e-7,3.353775270440689e-5,protein_coding
ENSG00000119535,CSF3R,2.4529911780180336,0.8353060261431573,1.2487791619761177e-4,0.011593652274964977,protein_coding
ENSG00000120278,PLEKHG1,1.6522792360392156,0.6013065676009748,2.020858943565606e-4,0.01687862061040959,protein_coding
ENSG00000120705,ETF1,0.6927570620450105,0.22754237537281946,1.3953044128056202e-4,0.012779063863488715,protein_coding
ENSG00000120738,EGR1,6.200256218423158,0.7997186167212003,4.597197685876101e-16,4.1164996512641185e-12,protein_coding
ENSG00000122359,ANXA11,0.8722824852132821,0.2799050505643892,9.237827164088629e-5,0.00888973512602152,protein_coding
ENSG00000122861,PLAU,3.1087410167643768,0.689721513827597,2.953584638139214e-7,6.881334034120836e-5,protein_coding
ENSG00000122877,EGR2,5.3026850243609465,1.1529076523211785,1.615061340180115e-7,4.124618191844601e-5,protein_coding
ENSG00000123358,NR4A1,3.0994378045586957,0.5133741198934456,8.186372843928894e-11,6.039723964854207e-8,protein_coding
ENSG00000123610,TNFAIP6,6.170136211404472,1.5755432067276005,1.3613773227441795e-7,3.5449197737338634e-5,protein_coding
ENSG00000124145,SDC4,2.148515424042979,0.326749457403397,2.1775538945000502e-12,2.6587163125705746e-9,protein_coding
ENSG00000124762,CDKN1A,3.1037845254411245,0.8910886188686162,2.0285512850395357e-5,0.002541430289181607,protein_coding
ENSG00000124784,RIOK1,1.4221705549159256,0.42647070190945113,3.932848925174417e-5,0.004305172730562048,protein_coding
ENSG00000125148,MT2A,2.012573061124083,0.44795279270754657,3.546022405386392e-7,8.119168541988153e-5,protein_coding
ENSG00000125538,IL1B,6.662542430652198,2.8152442309948467,5.299531440970571e-5,0.005541557286306235,protein_coding
ENSG00000125740,FOSB,6.856782540108147,1.4081812954048332,4.7311149598046915e-8,1.3962045925823621e-5,protein_coding
ENSG00000125753,VASP,2.45498307261852,0.9163993729483003,2.7662090279463635e-4,0.021736837805401008,protein_coding
ENSG00000126368,NR1D1,-1.8493595397812426,0.3970756268973711,1.333908462413712e-7,3.542860876170819e-5,protein_coding
ENSG00000127527,EPS15L1,0.6465243206493189,0.2416063366895634,4.4766277540455056e-4,0.031962159448238874,protein_coding
ENSG00000128016,ZFP36,4.102881098237877,0.6175179687540774,1.504388692917422e-12,2.2198090935492627e-9,protein_coding
ENSG00000130066,SAT1,1.6420446350497142,0.3486846085152603,1.237462260930676e-7,3.353775270440689e-5,protein_coding
ENSG00000130164,LDLR,1.9185517199102804,0.5773983185634229,3.47740914003201e-5,0.0038806717125735375,protein_coding
ENSG00000131504,DIAPH1,0.7195129311053018,0.27489746556838796,4.6613108404290263e-4,0.03292670636217951,protein_coding
ENSG00000131759,RARA,1.5097906966877823,0.4834539828285138,7.233772500324247e-5,0.007115888800318963,protein_coding
ENSG00000132475,H3F3B,0.6068324373875101,0.2388619709498668,7.037010988038759e-4,0.04492860861593977,protein_coding
ENSG00000132510,KDM6B,2.292457089019789,0.425488436252618,3.5632034891185935e-9,1.391745362808674e-6,protein_coding
ENSG00000134107,BHLHE40,2.382611198468871,0.37869937657194086,1.624575512057676e-11,1.3483976750078711e-8,protein_coding
ENSG00000134324,LPIN1,0.8207230256879575,0.2513294817342374,6.086974503971296e-5,0.006218078570210678,protein_coding
ENSG00000135048,TMEM2,2.1214763577207627,0.5172541626893487,1.8527827371127412e-6,3.28066063318096e-4,protein_coding
ENSG00000136244,IL6,4.728725631689654,1.2516063910109776,8.352099833954613e-6,0.0012188558878562334,protein_coding
ENSG00000136383,ALPK3,0.6267043434970856,0.23048157414921902,4.1675531871611816e-4,0.030243227500273494,protein_coding
ENSG00000136653,RASSF5,1.8524625388505531,0.8295787040982299,7.634742903074215e-4,0.04715785383852353,protein_coding
ENSG00000136859,ANGPTL2,1.0377879481593049,0.3911523056168147,3.3017444921727067e-4,0.025055523917744883,protein_coding
ENSG00000136997,MYC,3.9981569007977473,1.0540207022432437,5.279635194477806e-6,8.152738997984333e-4,protein_coding
ENSG00000137193,PIM1,2.834018520701295,0.5022031770896198,5.102343691320902e-10,3.387956211037079e-7,protein_coding
ENSG00000137801,THBS1,4.032687106782849,0.7528389845757042,3.500956534783018e-9,1.391745362808674e-6,protein_coding
ENSG00000138336,TET1,-1.5388006365176623,0.46196072835443247,3.0487874372149172e-5,0.003520686710105574,protein_coding
ENSG00000138660,AP1AR,2.7007608803448107,0.931837885276824,1.0608478550670025e-4,0.010062899653778424,protein_coding
ENSG00000139112,GABARAPL1,1.8083744200259506,0.33119442411329314,2.329146261067757e-9,1.0310354115659937e-6,protein_coding
ENSG00000140526,ABHD2,1.084035556169938,0.3043109599275613,1.8564181568096892e-5,0.002371371219760224,protein_coding
ENSG00000140678,ITGAX,3.134028185414474,0.7728905524735449,2.2793298931589646e-6,3.9311040235261104e-4,protein_coding
ENSG00000140961,OSGIN1,2.706475216107947,0.5149621878666856,6.525509730534354e-9,2.2804939268814795e-6,protein_coding
ENSG00000142178,SIK1,6.804916378227357,1.487672197116951,1.1372283082892992e-9,6.292663305867456e-7,protein_coding
ENSG00000143333,RGS16,4.042157921918195,1.1848839576224877,2.148344998895868e-5,0.0026663571575081427,protein_coding
ENSG00000144061,NPHP1,-0.8853385374990601,0.38431694969485947,7.791690162579854e-4,0.047904465444009475,protein_coding
ENSG00000144136,SLC20A1,1.5063644216690484,0.46755927628154886,5.201750751020139e-5,0.00548248015663075,protein_coding
ENSG00000144655,CSRNP1,4.312927120864696,0.5620119087822559,6.199547667566443e-16,4.1164996512641185e-12,protein_coding
ENSG00000146112,PPP1R18,1.6549319256287736,0.4723056945273873,1.8570979431857175e-5,0.002371371219760224,protein_coding
ENSG00000146376,ARHGAP18,-0.8116143794617939,0.3515815554702578,8.250180665474807e-4,0.049801090562502474,protein_coding
ENSG00000146859,TMEM140,1.5573797491465182,0.47624721171601053,4.400109179532066e-5,0.004712374992273051,protein_coding
ENSG00000147526,TACC1,-1.0795259051394213,0.3796849145822442,1.6492018902894526e-4,0.014314641243819563,protein_coding
ENSG00000148154,UGCG,2.851507681933052,0.8053696449115584,1.488145540695773e-5,0.001992669597526459,protein_coding
ENSG00000148175,STOM,0.936743086401134,0.24519978457610703,7.79165702772029e-6,0.0011497022814236158,protein_coding
ENSG00000148339,SLC25A25,1.6499123939997247,0.6605904332913998,4.2275195149130905e-4,0.03051166258589448,protein_coding
ENSG00000148677,ANKRD1,4.25971087403436,0.6854998791671771,2.791168874141074e-11,2.1803954499172622e-8,protein_coding
ENSG00000148840,PPRC1,2.0147417476763216,0.36018779778761223,1.2571059726332053e-09,6.420910506372679e-7,protein_coding
ENSG00000148841,ITPRIP,2.2088173910776905,0.9229563913790395,5.416941200057291e-4,0.0374671766337296,protein_coding
ENSG00000153130,SCOC,-0.939046006515513,0.41755101424437674,8.360414542380517e-4,0.04984028861362757,protein_coding
ENSG00000154153,FAM134B,1.0296246694781186,0.26569391513358154,5.527249550021871e-6,8.436997014286257e-4,protein_coding
ENSG00000154734,ADAMTS1,2.2878475061862384,0.4475842604582552,1.5049753480558322e-8,4.874651859068646e-6,protein_coding
ENSG00000155090,KLF10,2.3947602556855023,0.3203661065673047,4.41753145182033e-15,1.9554939226724662e-11,protein_coding
ENSG00000157020,SEC13,-0.679977443707576,0.24038673227578178,2.616995290337745e-4,0.021062846942839546,protein_coding
ENSG00000157557,ETS2,1.9356551366455104,0.42832811417363587,2.6156674231789344e-7,6.307099668634098e-5,protein_coding
ENSG00000158022,TRIM63,2.0320229651426684,0.4228139929650511,7.602925878370841e-8,2.194931644886191e-5,protein_coding
ENSG00000158859,ADAMTS4,4.926430310806419,1.0848337056526567,1.6932836674805643e-7,4.2427937932343194e-5,protein_coding
ENSG00000159216,RUNX1,2.474956584252788,0.7282907916260659,2.6894849511468817e-5,0.0031607398363920876,protein_coding
ENSG00000159388,BTG2,3.0733063558426656,0.7018157714732681,5.27909795265949e-7,1.0785603201741235e-4,protein_coding
ENSG00000160299,PCNT,1.2268918690890758,0.23954718711991754,1.6554938267914395e-8,5.23451381423579e-6,protein_coding
ENSG00000160712,IL6R,1.6974653516259084,0.40685709211141263,1.3558386167603028e-6,2.466511894599565e-4,protein_coding
ENSG00000162413,KLHL21,1.0735487475644314,0.3658130441444932,1.4873025469968056e-4,0.013528340975422999,protein_coding
ENSG00000162461,SLC25A34,1.180741737448275,0.48489651595356353,5.606862915247463e-4,0.0378984374658135,protein_coding
ENSG00000162772,ATF3,4.1601771485260235,0.8390736077456034,2.8327891973446327e-8,8.549872850167436e-6,protein_coding
ENSG00000162804,SNED1,1.4020336310858739,0.43275503319331005,4.997422773980343e-5,0.005309261955076716,protein_coding
ENSG00000163520,FBLN2,-0.9006865756643838,0.3909898582448995,7.518384332689539e-4,0.047096294310432586,protein_coding
ENSG00000163638,ADAMTS9,2.458108366672499,0.4382809232641337,9.899372889850599e-10,5.829744373006818e-7,protein_coding
ENSG00000163660,CCNL1,1.4264220641094287,0.320606300864088,4.474934928685792e-7,9.285489977023018e-5,protein_coding
ENSG00000163739,CXCL1,5.407901120413569,1.1611847758511618,9.33946713811276e-8,2.638896246683776e-5,protein_coding
ENSG00000163874,ZC3H12A,3.264010985895123,0.9494748735732916,2.3963163415348237e-5,0.002893007365052951,protein_coding
ENSG00000163995,ABLIM2,0.6810864035350411,0.2682674256848063,6.042251497044398e-4,0.03992094521430328,protein_coding
ENSG00000164122,ASB5,1.0437587903802636,0.3124377273588874,3.955053261510315e-5,0.004305172730562048,protein_coding
ENSG00000165312,OTUD1,2.9317709723926515,0.7637402399480797,5.125557133916445e-6,8.007929263342399e-4,protein_coding
ENSG00000165732,DDX21,1.0437660877573465,0.30679597816353377,3.3646612017457475e-5,0.0038190342529216686,protein_coding
ENSG00000165997,ARL5B,1.5344271698300866,0.6647320205899995,7.277048414134142e-4,0.046018668066524486,protein_coding
ENSG00000166147,FBN1,-1.2615095281395567,0.447870149557751,1.5825778008991037e-4,0.014105122950295366,protein_coding
ENSG00000166197,NOLC1,0.8751145006007217,0.37230357723503427,8.06321647094009e-4,0.04934539849496977,protein_coding
ENSG00000166592,RRAD,3.557398199667671,0.547886807486479,4.624406253757873e-12,4.386579646421754e-9,protein_coding
ENSG00000166741,NNMT,3.132704222587782,0.7130980988073375,4.4481311600326764e-7,9.285489977023018e-5,protein_coding
ENSG00000167118,URM1,-0.718954797820225,0.299633885954284,7.512206427917641e-4,0.047096294310432586,protein_coding
ENSG00000167333,TRIM68,-2.2302950316384176,0.7117621048355777,6.543156932064972e-5,0.006582812428622942,protein_coding
ENSG00000167470,MIDN,2.445838700976478,0.548629843482462,3.622071347342258e-7,8.152730083509352e-5,protein_coding
ENSG00000167772,ANGPTL4,4.487804742319769,1.0983637131726336,1.9629769387510502e-6,3.4300439140281505e-4,protein_coding
ENSG00000168298,HIST1H1E,-0.8791635449322428,0.26075951846406903,3.5578953198626256e-5,0.003937404153981305,protein_coding
ENSG00000168334,XIRP1,2.8174931497384166,0.6581414243775444,8.516433079860861e-7,1.6632092838316504e-4,protein_coding
ENSG00000168477,TNXB,-1.0324273801833097,0.3893048263907634,2.939381700832378e-4,0.02282747893979765,protein_coding
ENSG00000168906,MAT2A,1.0844373748694875,0.3794132204509358,1.869520696547357e-4,0.016017570871063806,protein_coding
ENSG00000169122,FAM110B,1.1674011012649512,0.4992037849798447,6.85150991832176e-4,0.044168957143355815,protein_coding
ENSG00000169155,ZBTB43,0.9662174846212939,0.23218231023622807,1.805881821978241e-6,3.240825756198789e-4,protein_coding
ENSG00000169429,IL8,9.212799305786818,2.7571827025320554,2.40245449931076e-12,2.6587163125705746e-9,protein_coding
ENSG00000170345,FOS,5.72801190380389,1.035414687825348,1.2051730944093853e-9,6.401879477502655e-7,protein_coding
ENSG00000171016,PYGO1,1.1658578147502683,0.3432993151952067,3.205274496341478e-5,0.00366948666477714,protein_coding
ENSG00000171223,JUNB,4.674499306427047,1.0541140605967485,3.712606078582381e-7,8.217234787262338e-5,protein_coding
ENSG00000171621,SPSB1,2.469588503582344,0.911690314688296,2.3615185310711906e-4,0.0193586210448305,protein_coding
ENSG00000171988,JMJD1C,1.210294964028194,0.2714958814712327,4.194057654581668e-7,8.983400911749121e-5,protein_coding
ENSG00000173559,NABP1,2.8119757645071095,0.5108636199508879,1.862669055470233e-9,8.834373234515962e-7,protein_coding
ENSG00000174032,SLC25A30,0.8582880334171434,0.26909601559437274,7.229420397772617e-5,0.007115888800318963,protein_coding
ENSG00000175556,LONRF3,2.814541393785253,0.7210461964314155,5.049872496212411e-6,7.983607946392955e-4,protein_coding
ENSG00000175984,DENND2C,-1.0954455769231006,0.39291969978205465,2.015592690297088e-4,0.01687862061040959,protein_coding
ENSG00000178726,THBD,4.086879954743853,0.7440993771255098,2.058263122056523e-9,9.42542560721056e-7,protein_coding
ENSG00000178878,APOLD1,2.8270588854636065,0.6109701233575746,1.7421001209480926e-7,4.284275852998272e-5,protein_coding
ENSG00000179094,PER1,-0.9935888722464734,0.3246253976967273,9.184317833520479e-5,0.00888973512602152,protein_coding
ENSG00000179388,EGR3,4.199424619126589,0.860248438681166,2.5719629274069394e-8,7.943178529293989e-6,protein_coding
ENSG00000182022,CHST15,1.6924642402044932,0.600717957406356,1.8067553860977783e-4,0.015580332160635387,protein_coding
ENSG00000182481,KPNA2,1.7280283763996076,0.6459719520712693,2.7225012886684333e-4,0.0216495910859382,protein_coding
ENSG00000182676,PPP1R27,1.5434589680343807,0.4146469721083054,8.915200355630344e-6,0.0012730522658362469,protein_coding
ENSG00000184371,CSF1,1.8371443155517295,0.5284642660548278,2.2289263101468834e-5,0.0027407538332176492,protein_coding
ENSG00000184557,SOCS3,6.961366029874254,1.3012651529366213,4.631232646124205e-9,1.7084102650147067e-6,protein_coding
ENSG00000184588,PDE4B,1.7758158109802566,0.5150408439116373,2.477879678059737e-5,0.0029645263175345324,protein_coding
ENSG00000184677,ZBTB40,-1.3565997190273296,0.46941129038969437,1.2571430177672866e-4,0.011593652274964977,protein_coding
ENSG00000185022,MAFF,5.803705259612467,0.8930960417742045,2.2890484786364933e-12,2.6587163125705746e-9,protein_coding
ENSG00000185650,ZFP36L1,1.0158011510744072,0.2308580739171438,5.997664487829539e-7,1.1887908119160637e-4,protein_coding
ENSG00000185950,IRS2,1.8279012671566046,0.5492953752257519,3.435710459855605e-5,0.0038666300768544436,protein_coding
ENSG00000187699,C2orf88,-1.1930224033261516,0.4312584427125409,1.946178787216281e-4,0.016567470701430904,protein_coding
ENSG00000189067,LITAF,1.1686207736190546,0.43150819464255863,2.798840721894487e-4,0.02186388516868164,protein_coding
ENSG00000196233,LCOR,-0.9070240919294568,0.30163756675933096,1.1837994729385616e-4,0.011149543972073829,protein_coding
ENSG00000196482,ESRRG,1.3339452307862085,0.3832120696178447,2.261257515543998e-5,0.002754999982240761,protein_coding
ENSG00000196850,PPTC7,0.9471769402338278,0.3302589113231599,1.9715559549152273e-4,0.016676600688709693,protein_coding
ENSG00000197070,ARRDC1,-1.8145049052346747,0.6334794566947202,1.6410288326214212e-4,0.014314641243819563,protein_coding
ENSG00000197971,MBP,1.222505960360185,0.23326928912479797,8.638468874012488e-9,2.941509401202201e-6,protein_coding
ENSG00000198355,PIM3,2.958195351629619,0.8155344766492484,9.14088121499154e-6,0.001291392580160507,protein_coding
ENSG00000205268,PDE7A,0.8944294390047149,0.24646202741870213,1.5155092571549125e-5,0.001992669597526459,protein_coding
ENSG00000222041,LINC00152,2.473419858447311,0.9230636563755337,2.7541768439384685e-4,0.021736837805401008,lincRNA
ENSG00000226380,MIR29A,3.0073076424301135,0.5310251631865125,8.083027829915221e-10,5.111552837203531e-7,lincRNA
ENSG00000228013,RP11-350G8.5,3.1616812405211703,1.1932781650945103,3.603060317232192e-4,0.027033130515730794,antisense
ENSG00000228794,LINC01128,0.9836559496326558,0.3071090417756532,6.385676305551575e-5,0.006473418422727093,processed_transcript
ENSG00000235750,KIAA0040,1.8529099954681905,0.5073256299777278,1.1104195212367674e-5,0.0015360803377108617,protein_coding
ENSG00000245293,RP11-286E11.1,5.121654640397928,1.3559488220959501,4.9195603858146865e-6,7.871296617303499e-4,antisense
ENSG00000248323,LUCAT1,4.735162668415609,1.087546087618936,1.1582265786101105e-6,2.136284578325315e-4,lincRNA
ENSG00000249859,PVT1,3.7937832422978053,1.0445441014794052,1.6932991196899582e-5,0.002204609049949279,processed_transcript
ENSG00000250069,CTB-131B5.2,2.317554166841177,0.933986876551303,7.105826432594419e-4,0.045150897141078415,sense_intronic
ENSG00000253227,RP11-383J24.1,3.8087951406499077,1.0237708062376796,1.3617391691175292e-5,0.0018452955271306924,lincRNA
ENSG00000262222,RP11-876N24.4,2.716470667661084,0.6215466028442626,3.894343899037143e-7,8.478178193313649e-5,antisense
ENSG00000264112,RP11-159D12.2,-1.8714978275424694,0.7858250767976485,4.3121173677513654e-4,0.03095401007769629,lincRNA
ENSG00000267519,MIR24-2,1.0972525682702507,0.4637652747564165,7.015815620303353e-4,0.04492860861593977,lincRNA
